"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" 'He that thou knowest thine, HAMLET.'";"unedited";"_ 0_Anon";"All non-theatre venues (so that they have an entry)";"Anon.  Placeholder entry.  N.p.";"1000";"1000";"1000";"1000";"English";"bla";"";"#008021 LONDON_Moorfield / #008025 LONDON_Hyde Park / #008030 ROME_Aventine Hill / #008031 ROME_Capitol / #008032 GREECE_Mount Ossa / #008033 TURKEY_Calipolis / #008034 GREECE_Philippi";"";"";"WoPa#000000 Placeholder lexia";"";"Author unmarked";"Name or anagram or other";"";"";"";"";"";"";"";"";"  Hohl Regula"
