"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Man in the Almanack";"Thorn-Drury, George.  ""Man in the Almanack."" Notes and Queries (18 July 1908): 56.";"1908";"1908";"1908";"1908";"English";"@006253 SEC more entries";"";"";"@006253 SEC - Man in the Almanack";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Hermann Voigt";"Gleichnisse und Metaphern in Shakespeare's Dramen";"Voigt, Hermann.  Gleichnisse und Metaphern in Shakespeare's Dramen und in seinen Quellenschriften. PhD. Strassburg: Elsass-Lothringische Druckerei, 1908. ";"1908";"1908";"1908";"1908";"German";"@010051 SEC exhausted, probably more nondramatic and Latin entries";"";"";"@010051 SEC - Gleichnisse und Metaphern in Shakespeares Dramen";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Frederick James Furnivall / Clement Mansfield Ingleby / John Munro / Lucy Toulmin Smith";"The Shakspere Allusion Book";"Munro, John, Clement Mansfield Ingleby, F. J. Furnivall and Lucy Toulmin Smith.  The Shakspere Allusion Book. A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909.";"1909";"1909";"1909";"1909";"English";"@010000 SEC more entries should be done completely, Marston done.";"";"";"@010000 SEC - The Shakspere Allusion Book";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"W. M. Theobald";"The Classical Element in the Shakespeare Plays";"Theobald, W. M.  The Classical Element in the Shakespeare Plays. London: Robert Banks, 1909. ";"1909";"1909";"1909";"1909";"English";"@010072 SEC";"";"";"@010072 SEC - The Classical Element in the Shakespeare Plays";"";"";"";"Author unmarked";"Academic";"Shakespeare / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1909-12-11)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 10-12:311, 11 December 1909): 465-466. https://doi.org/10.1093/nq/s10-XII.311.465.";"1909";"1909";"1909";"1909";"English";"@006118 SEC more entries, first entry done</b><br> 
";"";"";"@006118 SEC - Shakespeare Allusions (1909-12-11)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusion (1909-04-17)";"Thorn-Drury, G.  ""Shakespeare Allusion."" Notes and Queries 40 (17 April 1909): 305.";"1909";"1909";"1909";"1909";"English";"@010144 SEC exhausted";"";"";"@010144 SEC - Shakespeare Allusion (1909-04-17)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1909-06-12)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 10-11 (12 June 1909): 465.";"1909";"1909";"1909";"1909";"English";"@006124 SEC exhausted";"";"";"@006124 SEC - Shakespeare Allusions (1909-06-12)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John M. Robertson";"Montaigne and Shakespeare";"Robertson, John M.  Montaigne and Shakespeare. London: Adam and Charles Black, 1909.";"1909";"1909";"1909";"1909";"English";"@006271 SEC more entries searchable on archive.org ";"";"";"@006271 SEC - Montaigne and Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"F. Ernst Schmid";"Thomas May's Tragedy of Julia Agrippina (Schmid edition)";"Schmid, F. Ernst.  Thomas May's tragedy of Julia Agrippina, empresse of Rome. Louvain: A. Uytspruyst, 1914. Printed version of Schmid, F. Ernst. Thomas May's tragedy of Julia Agrippina, empresse of Rome. PhD [supervised by Emil Koeppel], Strasbourg 1910. ";"1910";"1910";"1910";"1910";"German";" @005195 SEC more entries";"";"";"@005195 SEC - Thomas Mays ""Julia Agrippina""";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1910-10-29)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 11.2:44 (29 October 1910): 344–345. https://doi.org/10.1093/nq/s11-II.44.344. ";"1910";"1910";"1910";"1910";"English";"@006319 SEC  two more entries, mid-17th-century nondramatic ";"";"";"@006319 SEC - Shakespeare Allusions (1910-10-29)";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Arthur Rowland Skemp";"Tragedy of Messallina (Skemp edition)";"Skemp, Arthur Rowland,  ed. Nathanael Richards' tragedy of Messallina the Roman emperesse. Louvain: A. Uystpruyst, 1910. ";"1910";"1910";"1910";"1910";"English";"@010015 SEC More entries 105 154, 153, 115, 150, 148, 41, 144, 128, 136, 140 141, 124, 119 , self quote p. 10, Spanish tragedy p. 13-14., also p. 25 and p. 5";"";"";"@010015 SEC - Tragedy of Messallina (Skemp edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"W. W. Greg";"Notes on the Society's Publications";"Greg, W. W.  ""Notes on the Society's Publications."" The Malone Society Collections parts IV and V. Ed. W. W. Greg. Oxford: Oxford University Press For the Malone Society, 1911. 285-295.";"1911";"1911";"";"";"English";"@006301 SEC OCR-pdf on ADAM more entries";"";"";"@006301 SEC - Notes on the Society&#039;s Publications";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Crawford";"Bodenham's Belvedere";"Crawford, Charles.  ""Bodenham's Belvedere."" The Malone Society Collections parts IV and V. Ed. W. W. Greg. Oxford: Oxford University Press For the Malone Society, 1911. 296-306.";"1911";"1911";"1911";"1911";"English";"@006219 SEC more entries";"";"";"@006219 SEC - Bodenham's Belvedere";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1911-04-22)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries (22 April 1911): 305.";"1911";"1911";"1911";"1911";"English";"@006126 SEC two more entries, third one done <br>
";"";"";"@006126 SEC - Shakespeare Allusions (1911-04-22)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1912-11-30)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 11-6:153 (30 November 1912): 426-427.";"1912";"1912";"1912";"1912";"English";"@010088 SEC exhausted";"";"";"@010088 SEC - Shakespeare Allusions (1912-11-30)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Hunold Nibbe";"The Fleire (Nibbe edition)";"Nibbe, Hunold,  ed. The Fleire by Edward Sharpham nach der Quarto 1607 herausgegeben. Louvain: A. Uystpruyst, 1912. Print edition of Hunold Nibbe. The Fleire by Edward Sharpham: kritische Neuausgabe mit Einleitung und Anmerkungen. PhD Strassburg 1911. ";"1912";"1912";"1912";"1912";"German";"@010032 SEC exhausted, probably more Latin entries";"Marston, John and Edward Sharpham.  The Fleire von Edward Sharpham nach der Quarto 1607 herausgegeben von Hunold Nibbe. Louvain: A. Uystpruyst, 1912.";"";"@010032 SEC - The Fleire (Nibbe edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"Sharpham, Edward. The Fleire by Edward Sharpham nach der Quarto 1607. Ed. Hunold Nibbe. Louvain: A. Uystpruyst, 1912.";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"A. E. H. Swaen";"How a Man May Choose a Good Wife (Swaen edition)";"Swaen, A. E. H.,  ed. How a Man May Choose a Good Wife from a Bad von Thomas Heywood nach der Quarto 1608 herausgegeben. Louvain: A. Uystpruyst, 1912.";"1912";"1912";"1912";"1912";"German";"@010155 SEC more Entries p. 86-116";"";"";"@010155 SEC - How a Man May Choose a Good Wife from a Bad";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Friedrich Ernst";"The Insatiate Countess, Verhältnis zu den Quellen, Charakterzeichung und Stil";"Ernst, Friedrich.  The Insatiate Countess, Verhältnis zu den Quellen, Charakterzeichung und Stil. PhD, Königsberg 1913.";"1913";"1913";"1913";"1913";"German";"@006000 SEC more entries";"";"";"@006000 SEC - The Insatiate Countess: Verhältnis zu den Quellen";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1913-08-02)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 11.8:188 (2 August 1913): 86. https://doi.org/10.1093/nq/s11-VIII.188.86c. ";"1913";"1913";"1913";"1913";"English";"@006119 SEC more entries  C17";"";"";"@006119 SEC - Shakespeare Allusions (1913-08-02)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Joseph Quincy Jr. Adams";"The Turk (Adams edition)";"Adams, Joseph Quincy Jr.,  ed. John Mason's The Turke edited from the Quartos of 1610 and 1632. Louvain: A. Uytpruyst, 1913.";"1913";"1913";"1913";"1913";"English";"@010081 SEC more entries p. 73-100 p.80 ass in folio in ""patient Grissil and ""Never too late""";"";"";"@010081 SEC - The Turk (Adams edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Crawford";"England's Parnassus (Crawford Edition)";"Crawford, Charles,  ed. England's Parnassus, Complied by Robert Allot, 1600. Edited from the Original Text in the Bodleian Library and compared with the two copies in the British Museum. With Introduction, Notes, Tables and Indexes. Oxford: Clarendon Press, 1913.";"1913";"1913";"1913";"1913";"English";"@006274 SEC 17 Marston entries mentioned in index. Is on archive.org
https://archive.org/details/englandsparnassu00allorich/page/n7";"";"";"@006273 SEC - England's Parnassus (Crawford Edition)";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Joseph Quincy Jr. Adams";"William Heminge and Shakespeare.";"Adams, Joseph Quincy, Jr.  ""William Heminge and Shakespeare."" Modern Philology 12:1 (May, 1914): 51-64.";"1914";"1914";"1914";"1914";"English";"@010083 SEC more entries - or is this done?";"";"";"@010083 SEC - William Heminge and Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Hans Wallrath";"The Vow-Breaker (Wallrath edition)";"Wallrath, Hans,  ed. William Sampson's The Vow-Breaker. Louvain: A. Uytpruyst, 1914.";"1914";"1914";"1914";"1914";"English";"@010009 SEC more engtries p. 36 and 38-53.";"";"";"@010009 SEC - The Vow-Breaker (Wallrath edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1915-03-06)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 11-11:271 (6 March 1915): 184–185. https://doi.org/10.1093/nq/s11-XI.271.184. 
";"1915";"1915";"1915";"";"English";"@006321 SEC more entries";"";"";"@006321 SEC - Shakespeare Allusions (1915-03-06)";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1915-06-12)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 11-11:285 (12 June 1915): 449-450. ";"1915";"1915";"1915";"1915";"English";"@006120 SEC more entries";"";"";"@006120 SEC - Shakespeare Allusions (1915-06-12)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Munro";"More Shakspere Allusions";"Munro, John.  ""More Shakspere Allusions."" Modern Philology 13.9 (1916): 497-544.";"1916";"1916";"1916";"1916";"English";"@010062 SEC more entries";"";"";"@010062 SEC - More Shakspere Allusions";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Friedrich Radebrecht";"Shakespeares Abhängigkeit von John Marston";"Radebrecht, Friedrich.  Shakespeares Abhängigkeit von John Marston.  Cöthen: Otto Schulze, 1918.";"1918";"1918";"1918";"1918";"German";"@0006312 SEC More Marston entries. mostly Antonio's revenge and Hamlet and plot-related but also verbal.";"";"";"@006312 SEC - Shakespeares Abhängigkeit von John Marston";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Lawrence Mason";"Some Further Shakspere Allusions or Parallels";"Mason, Lawrence.  ""Some Further Shakspere Allusions or Parallels."" Modern Language Notes 33:4 (April 1918): 204-208. ";"1918";"1918";"1918";"1918";"English";"@010122 SEC more entries";"";"";"@010122 SEC - Some Further Shakspere Allusions or Parallels";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Maurice Jonas";"Shakespeare and the Stage";"Jonas, Maurice.  Shakespeare and the Stage With a Complete List of Theatrical Terms Used by Shakespeare in His Plays and Poems, Arranged in Alphabetical Order and Explanatory Notes. London: Davis and Orioli, 1918.";"1918";"1918";"1918";"1918";"English";"@006262 SEC more entries any yet?";"";"";"@006262 SEC - Shakespeare and the Stage";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Else von Schaubert";"Draytons Anteil an Heinrich VI, 2. und 3. Teil";"Von Schaubert, Else.  Draytons Anteil an Heinrich VI, 2. und 3. Teil, Cöthen: Otto Schulze, 1920.";"1920";"1920";"1920";"1920";"German";"@006240 SEC more entries, searchable, no Marston";"";"";"@006240 SEC - Drayton's Anteil an Heinrich VI 2 und 3 Teil";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Some Seventeenth-Century Allusions to Shakespeare and His Works";"Thorn-Drury, George.  Some Seventeenth-Century Allusions to Shakespeare and His Works, Not Hitherto Collected. London: P. J. and A. E. Dobell, 1920.";"1920";"1920";"1920";"1920";"English";"@010086 SEC more entries";"";"";"@010086 SEC - Some Seventeenth-Century Allusions to Shakespeare ";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"More Seventeenth-Century Allusions to Shakespeare";"Thorn-Drury, George.  More Seventeenth-Century Allusions to Shakespeare and His Works. London: P. J. and A. E. Dobell, 1924.";"1924";"1924";"1924";"1924";"English";"@010008  SEC more entries";"";"";"@010008 SEC - More Seventeenth-Century Allusions to Shakespeare ";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"E. H. C. Oliphant";"The Authorship of The Revenger's Tragedy";"Oliphant, E. H. C.  ""The Authorship of The Revenger's Tragedy."" Studies in Philology 23 (1926): 157-168.";"1926";"1926";"";"";"English";"@006435 SEC more entries";"";"";"@006435 SEC - The Authorship of The Revenger&#039;s Tragedy";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George R. Coffman";"A Note on Shakespeare and Nash";"Coffman, George R.  ""A Note on Shakespeare and Nash."" MLN 42.5 (May 1927): 317-319.";"1927";"1927";"";"";"English";"@006294 SEC two entries GOOD IT'S ON ADAM";"";"";"@006294 SEC - A Note on Shakespeare and Nash";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"F. L. Lucas";"The Complete Works of John Webster";"Lucas, F. L.,  ed. The Complete Works of John Webster. 4 vols. London: Chatto and Windus, 1927. ";"1927";"1927";"1927";"1927";"English";"@010143 SEC more entries";"";"";"@010143 SEC - The Complete Works of John Webster";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Else von Schaubert";"Die Stelle vom ""Rauhen Pyrrhus""";"Schaubert, Else von.  ""Die Stelle vom 'Rauhen Pyrrhus' (Hamlet II, 2. 460-551) in ihrem Verhältnis zu Marlowe-Nashes 'Dido', zu Seneca
und dem 'Urhamlet' und damit ihrer Bedeutung für Datierungsfragen, Quartoproblem und Nashes Angriff auf Thomas Kyd."" Anglia N.F. 41 [53] (1928): 378-439. ";"1928";"1928";"1928";"1928";"German";"@006174 SEC - more entries";"";"";"@006174 SEC - Die Stelle vom Rauhen Pyrrhus";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Roberta Florence Brinkley";"Nathan Field, The Actor-Playwright";"Brinkley, Roberta Florence.  Nathan Field, The Actor-Playwright. New Haven: Yale University Press, 1928.";"1928";"1928";"1928";"1928";"English";"@010094 SEC";"";"";"@010094 SEC - Nathan Field, The Actor-Playwright";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"ok";"Alwin Thaler";"Shakspere's Silences";"Thaler, Alwin.  Shakspere's Silences. Library of Shakespearean Biography and Criticism. New York: Books for Libraries Press, 1970. 64; chapter 2 ""Shakspere and the Unhappy Happy Ending"".";"1929";"1929";"1929";"1929";"English";"@010031 SEC more entries chapters on Milton and Thomas Browne. John Lydgate Troy";"";"";"@010031 SEC - Shakspere's Silences";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"C. F. Tucker Brooke";"The Life of Marlowe";"Brooke, C. F. Tucker,  ed. The Life of Marlowe and The Tragedy of Dido Queen of Carthage. London: Methuen and Co., 1930.";"1930";"1930";"1930";"1930";"English";"@010061 SEC";"";"";"@010061 SEC - The Life of Marlowe";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Edward Kerchever Chambers";"Shakespeare - A Study of Facts and Problems";"Chambers, Edmund Kerchever.  Shakespeare - A Study of Facts and Problems. Oxford: Clarendon Press, 1930.";"1930";"1930";"1930";"1930";"English";"@010011 SEC";"";"";"@010011 SEC - Shakespeare - A Study of Facts and Problems";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Kitchin";"A Survey of Burlesques and Parody in English";"Kitchin, George.  A Survey of Burlesques and Parody in English. Edinburgh: Oliver and Boyd, 1931.";"1931";"1931";"1931";"1931";"English";"@010026 SEC";"";"";"@010026 SEC - A Survey of Burlesques and Parody in English";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"H. B. Charlton / R. D. Waller";"Edward II (Charlton edition)";"Charlton, H. B. and R. D. Waller,  eds. Edward II by Christopher Marlowe. London: Methuen, 1933.";"1933";"1933";"1933";"1933";"English";"@010017 SEC exhausted";"";"";"@010017 SEC - Edward II (Charlton edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Craig Hardin";"Hamlet's Book";"Hardin, Craig.  ""Hamlet's Book."" Huntington Library Bulletin 6 (1934): 17-37.";"1934";"1934";"1934";"1934";"English";"@010116 SEC";"";"";"@010116 SEC - Hamlets Book";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Harvey Wood";"The Plays of John Marston (Wood edition)";"Wood, Harvey,  ed. The Plays of John Marston in Three Volumes. Edinburgh and London: Oliver and Boyd, 1934-1939.";"1934";"1939";"1934";"1939";"English";"@005134  SEC  exhausted, more Latin entries 
The Plays of John Marston (Wood Edition):
Volume I:
221/14, 228/51, 232/84/88/91, 233/97/100/103, 234/114, 241/163, 242/173, 244/181/191, 245/204/206/205
Volume II:
315/85, 317/90, 320/104, 327/143/144/147, 330/157, 334/176, 336/188, 350/251
Volume III:
317/69";"";"";"@005134 SEC - The Plays of John Marston (Wood)";"";"";"Work unmarked";"Author unmarked";"Annotated edition";"Literature";"Dialogue";"BODY OF TEXT";"Local reference";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Robert Gale Noyes";"Songs from Restoration Drama in Contemporary and Eighteenth-Century Poetical Miscellanies";"Noyes, Robert Gale.  ""Songs from Restoration Drama in Contemporary and Eighteenth-Century Poetical Miscellanies."" ELH 3.4 (December 1936): 291-316.";"1936";"1936";"1936";"1936";"English";"@006267 SEC - lots more entries copypastable";"";"";"@006267 SEC - Restoration Drama Songs in Poetical Miscellanies";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Mary M. Wills";"Marlowe's Role in Borrowed Lines";"Wills, Mary M.  ""Marlowe's Role in Borrowed Lines."" PMLA 52 (1937): 902-903.";"1937";"1937";"1937";"1937";"English";"@006211";"";"";"@006211 SEC - Marlowe's Role in Borrowed Lines";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Dover Wilson";"What Happens in Hamlet?";"Wilson, John Dover.  What Happens in Hamlet? Cambridge: Cambridge University Press, 2003.";"1937";"1937";"1937";"1937";"English";"@010074 SEC";"";"";"@010074 SEC - What Happens in Hamlet";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Fredson Thayer Bowers";"Ben Jonson the Actor";"Bowers, Fredson Thayers.  ""Ben Jonson the Actor."" Studies in Philology 34:3 (July 1937): 392-406.";"1937";"1937";"1937";"1937";"English";"@006263 SEC";"";"";"@006263 SEC - Ben Jonson the Actor";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"T. C. C.";"Hamlet, Three Notes";"C., T. C.  ""Hamlet, Three Notes."" Notes and Queries 175 (1938): 114.";"1938";"1938";"1938";"1938";"English";"@006108 SEC more entries ?? exhausted??";"";"";"@006108 SEC - Hamlet, Three Notes";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Howard Schultz";"An Early Hamlet Allusion";"Schultz, Howard.  ""An Early Hamlet Allusion."" The Shakespeare Association Bulletin 16.1 (1941): 50-1.";"1941";"1941";"1941";"1941";"English";"@010068 SEC exhausted";"";"";"@010068 SEC - An Early Hamlet Allusion";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George L. Barnett";"The Glass of Fashion and the Mould of Form";"Barnett, George L.  ""The Glass of Fashion and the Mould of Form."" Notes and Queries 185 (1943): 105.";"1943";"1943";"1943";"1943";"English";"@006109 SEC";"";"";"@006109 SEC - The Glass of Fashion and the Mould of Form";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Thomas Whitfield Baldwin";"William Shakspere's Small Latine and Lesse Greeke";"Baldwin, Thomas Whitfield.  William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.";"1944";"1944";"1944";"1944";"English";"@010152 SEC more Latin entries";"";"";"@010152 SEC - Shakespere's Small Latine and Lesse Greek";"";"";"";"Author unmarked";"Academic";"Shakespeare / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Percy Simpson";"The Problem of Authorship of Eastward Ho";"Simpson, Percy.  ""The Problem of Authorship of Eastward Ho."" PMLA 59.3 (September 1944): 715-725. ";"1944";"1944";"1944";"1944";"English";"@010139 SEC ";"";"";"@010139 SEC - The Problem of Authorship of ""Eastward Ho""";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Gerald Eades Bentley";"Shakespeare and Jonson";"Bentley, Gerald Eades.  Shakespeare and Jonson - Their Reputations in the Seventeenth Century Compared. Chicago: University of Chicago Press, 1945.";"1945";"1945";"1945";"1945";"English";"@010033 SEC";"";"";"@010033 SEC - Shakespeare and Jonson Their Reputations";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"William Peery";"Eastward Ho! and A Woman is a Weathercock";"Peery, William.  ""Eastward Ho! and A Woman is a Weathercock."" Modern Language Notes 62:2 (February 1947): 131-132.";"1947";"1947";"1947";"1947";"English";"@010063 SEC more entries ?? exhausted???";"";"";"@010063	SEC - Eastward Ho and A Woman Is a Weather-Cock";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Frank Percy Wilson";"Shakespeare's Reading";"Wilson, Frank Percy.  ""Shakespeare's Reading."" Shakespeare Survey 3 (1950): 15-21.";"1950";"1950";"1950";"1950";"English";"@006285 SEC more entries";"";"";"@006285 SEC - Shakespeare's Reading";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"William Peery";"The Plays of Nathan Field";"Peery, William,  ed. The Plays of Nathan Field. Edited from the Original Quartos with Introduction and Notes. Austin: The University of Texas Press, 1950. ";"1950";"1950";"1950";"1950";"English";"@010049 SEC exhausted";"";"";"@010049 SEC - The Plays of Nathan Field";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"William Peery";"Shakespeare and Nathan Field";"Peery, William.  ""Shakespeare and Nathan Field."" Neophilologus 34.4 (October 1950): 238-245.";"1950";"1950";"1950";"1950";"English";"@010087 SEC exhausted";"";"";"@010087 SEC - Shakespeare and Nathan Field";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
