"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" God bless you, sir.";"unedited";"Lisa Hopkins";"The Lady's Trial (Hopkins edition)";"Hopkins, Lisa,  ed. John Ford. The Lady's Trial. The Revels Plays. Manchester: Manchester University Press, 2011.";"2011";"2011";"2011";"2011";"English";"@006089 SEC more entries, Marston done";"";"";"@006089 SEC - The Lady's Trial (Hopkins edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Colin Burrow";"Fictions of Collaboration";"Burrow, Colin.  ""Fictions of Collaboration: Authors and Editors in the Sixteenth Century."" Medieval and Early Modern Authorship. Eds. G. Bolens and Lukas Erne. Tübingen: Gunter Narr, 2011. 175-198.";"2011";"2011";"2011";"2011";"English";"@010096 SEC more entries Notes and biblio e.g. p. 217, p. 54 horse and p. 77";"";"";"@010096 SEC - Fictions of Collaboration";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Barbara Mowat";"Shakespeare Reads the Geneva Bible";"Mowat, Barbara.  ""Shakespeare Reads the Geneva Bible."" Shakespeare, the Bible, and the Form of the Book: Contested Scriptures. Eds. Travis the Cook and Alan Galey. London: ROutledge, 2012. 25-39.";"2012";"2012";"2012";"2012";"English";"@006286 SEC more Bible entries";"";"";"@006286 SEC - Shakespeare Reads the Geneva Bible";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Martin Wiggins";"British Drama 1533-1642: A Catalogue";"Wiggins, Martin.  British Drama 1533-1642: A Catalogue. Oxford: Oxford University Press, 2012-2020.";"2012";"2020";"";"";"English";"@006290 SEC";"";"";"@006290 SEC - British Drama 1533-1642: A Catalogue";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Jacob Sider Jost";"Hamlet's Horatio as an Allusion to Horace's Odes";"Jost, Jacob Sider.  ""Hamlet's Horatio as an Allusion to Horace's Odes."" Notes and Queries 59.1 (2012): 76-77.";"2012";"2012";"2012";"2012";"English";"@010019 SEC exhausted";"";"";"@010019 SEC - Hamlet's Horatio as an Allusion to Horace";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Colin Burrow";"Shakespeare and Classical Antiquity";"Burrow, Colin.  Shakespeare and Classical Antiquity. Oxford: Oxford University Press, 2013.";"2013";"2013";"2013";"2013";"English";"@006071 SEC more Latin entries";"";"";"@006071 SEC - Shakespeare and Classical Antiquity";"";"";"";"Author unmarked";"Academic";"Shakespeare / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Paul A. Mulholland";"A Trick to Catch the Old One (Mulholland edition)";"Mulholland, Paul A.,  ed. Thomas Middleton. A Trick to Catch the Old One. The Revels Plays. Manchester: Manchester University Press, 2013.";"2013";"2013";"2013";"2013";"English";"@006087 SEC more Latin entries, Marston done";"";"";"@006087 SEC - A Trick to Catch the Old One (Mulholland Edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Dennis McCarthy";"Shakespeare and Arden of Faversham";"McCarthy, Dennis.  ""Shakespeare and Arden of Faversham."" Notes and Queries (August 2013): 391-396.";"2013";"2013";"2013";"2013";"English";"@006169 SEC exhausted";"";"";"@006169 SEC - Shakespeare and Arden of Faversham";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Sir Andrew Jonathan Bate / Eric Rasmussen";"Shakespeare and Others - Collaborative Plays";"Bate, Jonathan and Eric Rasmussen,  eds. William Shakespeare and Others: Collaborative Plays. Basingstoke: Palgrave Macmillan, 2013.";"2013";"2013";"2013";"2013";"English";"@010010 SEC exhausted";"";"";"@010010 SEC - Collaborative Plays";"";"";"";"Author unmarked";"Annotated edition";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Donna Nielsen Murphy";"The Marlowe-Shakespeare Continuum";"Murphy, Donna Nielsen.  The Marlowe-Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.";"2013";"2013";"2013";"2013";"English";"@010029 SEC more entries";"";"";"@010029 SEC - The Marlowe-Shakespeare Continuum";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Kate Wilkinson";"Allusions to Shakespeare in ""Messalina""";"Wilkinson, Kate.  ""Allusions to Shakespeare in Nathaniel Richards's The Tragedy Of Messalina."" Notes and Queries (2013): 43-45.";"2013";"2013";"2013";"2013";"English";"@010044 SEC exhausted";"";"";"@010044 SEC - Allusions to Shakespeare in ""Messalina""";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Anne Christine Isherwood";"Shakespeare in Anthologies";"Isherwood, Anne Christine.  Shakespeare in Anthologies. PhD King's College London, 2014.";"2014";"2014";"2014";"2014";"English";"@006113 SEC more entries, searchable .- any atall?";"";"";"@006113 SEC - Shakespeare in Anthologies";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"M. L. Stapleton";"Marlovian Residue in Jonson's Poetaster";"Stapleton, M. L.  ""Marlovian Residue in Jonson's Poetaster."" Early Modern Literary Studies. Special Issue 23 (2014): 1-26.";"2014";"2014";"2014";"2014";"English";"@006175 SEC weird stuff on Ovid and Jonson allusions to Marlowe the person, is on ADAM, more Latin entries";"";"";"@006175 SEC - Marlovian Residue in Jonson's Poetaster";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Donna Nielsen Murphy";"The Mysterious Connection";"Murphy, Donna Nielsen.  The Mysterious Connection Between Thomas Nashe, Thomas Dekker, and T. M. An English Renaissance Deception? Cambridge: Cambridge Scholars Publishing, 2014.";"2014";"2014";"2014";"2014";"English";"@006254 SEC - more entries";"";"";"@006254 SEC - The Mysterious Connection";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Pramit Chaudhuri";"Classical Quotation in Titus Andronicus";"Chaudhuri, Pramit.  ""Classical Quotation in Titus Andronicus."" ELH 81.3 (Fall 2014): 787-810.";"2014";"2014";"2014";"2014";"English";"@006270 SEC - more Latin entries";"";"";"@006270 SEC - Classical Quotation in Titus Andronicus";"";"";"";"Author unmarked";"Academic";"Shakespeare / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Duncan Salkeld";"His Collaborator George Wilkins";"Salkeld, Duncan.  ""His Collaborator George Wilkins."" The Shakespeare Circle: An Alternative Biography. Eds. Paul Edmondson and Stanley Wells. Cambridge: Cambridge University Press, 2015. 289-296.";"2015";"2015";"2015";"2015";"English";"@010136 SEC more entries?";"";"";"@010136 SEC - His Collaborator George Wilkins";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"David Currell";"Away with him! He speaks Latin";"Currell, David.  '""Away with him! He speaks Latin"": 2 Henry IV and the Uses of Roman Antiquity.' Shakespeare Survey 69 (2016): 30-45.";"2016";"2016";"2016";"2016";"English";"@006269 SEC more Latin entries";"";"";"@006269 SEC - Away with him, he speaks Latin";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Matthew R. Martin";"David and Bathsheba (Martin edition)";"Martin, Matthew R.,  ed. George Peele. David and Bathsheba. Manchester: Manchester University Press, 2018.";"2018";"2018";"2018";"2018";"English";"@006340 SEC Marlowe entries p. 126, 88, 53, 135, 138
More entries 156 and other pages incl. Shakespeare";"";"";"@006340 SEC - David and Bathsheba (Martin edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Regula Hohl Trillini";"Casual Shakespeare";"Hohl Trillini, Regula.  Casual Shakespeare: Three Centuries of Verbal Echoes. London: Routledge, 2018.";"2018";"2018";"2018";"2018";"English";"@010200 SEC - appendix done, more entries";"";"";"@010200 SEC - Casual Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Edelman";"All Fools (Edelman edition)";"Edelman, Charles,  ed. George Chapman. All Fools. The Revels Plays. Manchester: Manchester University Press, 2018.";"2018";"2018";"2018";"2018";"English";"@006088 SEC - more Latin entries and others, Marston done";"";"";"@006088 SEC - All Fools (Edelman edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Julie Maxwell / Kate Rumbold";"Shakespeare and Quotation";"Maxwell, Julie and Kate Rumbold,  eds. Shakespeare and Quotation. Eds. Julie Maxwell and Kate Rumbold. Cambridge: Cambridge University Press, 2018.  25-30; ""Part I: Introduction"" ";"2018";"2018";"2018";"2018";"English";"SEC pages  29!! 27! 26!";"";"";"@006331 SEC - Shakespeare and Quotation";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"James P. Bednarz";"Shakespeare and the Early Modern Culture of Quotation";"Bednarz, James P.  ""Shakespeare and the Early Modern Culture of Quotation."" Shakespeare and Quotation. Eds. Julie Maxwell and Kate Rumbold. Cambridge: Cambridge University Press, 2018. 31-45. ";"2018";"2018";"2018";"2018";"English";"@006332 SEC more entries 31, 33!! And as far as 44!!!";"";"";"@006332 SEC - Shakespeare and the Early Modern Culture of Quotat";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"_ 0_Anon";"Loeb Classics";"_ 0_Anon  https://www.loebclassics.com/";"2019";"2019";"2019";"2019";"English";"@006110 SEC";"";"";"@006110 SEC - Loeb Classics";"";"";"";"Author unmarked";"Fulltext database";"Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Laura Estill / Beatrice Montedoro";"DEx - Digital Extracts";"Estill, Laura and Beatrice Montedoro.  Digital Extracts. https://dex.itercommunity.org/.";"2019";"2019";"2019";"2019";"English";"@006121 SEC more entries; 148 more Marston entries";"";"";"@006121 SEC - DEx (Dramatic Extracts)";"";"";"";"Author unmarked";"Scholarly database";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
